HTC_Top,1/HTC_Top,Part_Thickness,Tool_Thickness,HTC_Bottom,1/HTC_Bottom,Heat_Rate,exotherm,T_H50/,T_H60/,T_H70/,T_H80/,T_H90/,T_H100/,T_H110/,T_C150/,T_C120/,T_C90/,T_C60/,T_C30/,T_H50,T_H60,T_H70,T_H80,T_H90,T_H100,T_H110,T_C150,T_C120,T_C90,T_C60,T_C30,r_H50,r_H60,r_H70,r_H80,r_H90,r_H100,r_H110,r_C150,r_C120,r_C90,r_C60,r_C30
46,0.02173913,4.79,9.7,70,0.014285714,4.19,5.929869,4.086250263,4.903456659,5.454664606,5.656390334,6.074642864,6.313198831,6.497601384,4.893142286,6.395632857,6.908904,6.936335943,6.841438371,32.8786114,39.4545166,47.1449553,56.2997245,64.5472464,73.5476969,82.7750502,167.125998,142.384715,114.181164,84.2771758,53.9450343,2.7585184,3.1003552,3.3823464,3.6013612,3.7385644,3.8469316,3.928338,-2.446452,-3.176896,-3.42042,-3.5014452,-3.5279448
54,0.018518519,5.21,11.2,33,0.03030303,2.66,4.142616,6.433232444,7.529604624,8.524184474,9.213375451,9.63036297,9.916963383,10.33746917,5.724546857,8.505399143,9.828926,10.41322769,10.86997349,32.8876017,39.9712517,47.3256693,55.4924213,64.3832345,73.6208774,82.502332,170.035914,149.768897,124.401241,96.4462969,68.0449072,1.712142,1.9477196,2.11387,2.2444,2.3461804,2.4230912,2.4786496,-1.905648,-2.7194,-3.128868,-3.3360268,-3.4381228
29.2,0.034246575,2.44,19.3,91.4,0.010940919,2.59,0.447736,7.421277568,8.696167529,9.823057606,10.40807734,10.905299,11.26610073,11.64427402,6.323324857,9.439976571,10.953374,11.66560286,12.09985249,30.7788911,37.4769261,44.5582808,53.0430797,61.7552756,70.8207991,79.8413303,172.131637,153.039918,128.336809,100.82961,72.3494837,1.5969792,1.8634088,2.047288,2.1964352,2.3015188,2.3784696,2.4334592,-1.728916,-2.621808,-3.068228,-3.291084,-3.4002584
99.4,0.010060362,2.9,17.6,79.1,0.012642225,2.51,0.799531,5.411465857,6.130042271,6.595730199,6.895389363,7.085905339,7.204373466,7.274687849,4.694253714,6.496296,7.205458286,7.502420429,7.395466714,36.4172207,44.6135939,53.4447172,62.6925727,72.2143776,81.9170226,91.7405335,166.429888,142.737036,115.219104,86.2584715,55.8841335,1.9524404,2.1443528,2.2703088,2.3530436,2.4075168,2.4436524,2.46813,-2.395328,-3.089268,-3.351336,-3.4499948,-3.487514
64.8,0.015432099,11.8,10.3,78,0.012820513,1,4.62316,7.5885164,7.685334,8.0310869,7.830579,8.0935931,7.9378387,7.962094,5.204811429,7.240246286,7.686896857,7.9915404,7.728921943,42.4114836,52.314666,61.9689131,72.169421,81.9064069,92.0621613,102.037906,168.21684,145.340862,116.904139,87.9703914,57.0512268,0.967044533,0.9864104,0.993244,0.9970076,1.0005944,1.006152533,1.015408,-2.309162667,-3.074034667,-3.389776,-3.507158933,-3.554474667
64,0.015625,13.7,17.2,21.1,0.047393365,1.93,4.121693,9.68650772,11.91199684,13.82670171,15.20820228,16.61442663,17.82618378,18.86839083,6.619445143,11.03616086,14.247054,16.55806343,18.4079854,31.3050401,37.0098461,43.3144657,50.6481696,57.9341566,65.5954653,73.5840057,173.168058,158.626563,139.864689,117.953222,94.4279489,1.0513704,1.177614,1.286365333,1.3834296,1.4617924,1.5297512,1.5894412,-1.39632,-1.961596,-2.380884,-2.693724,-2.919944
94.2,0.010615711,9.12,10,22.5,0.044444444,3.76,8.268705,4.762023431,5.841358032,6.842953644,7.533691729,8.09650766,8.654116649,9.128338085,5.36768,7.983801714,9.271419714,9.987758943,10.2348688,32.0947919,38.0364938,44.2704943,51.6733191,59.5571312,67.4605214,75.6774488,168.78688,147.943306,122.449969,94.9571563,65.8220408,2.1448588,2.398968,2.5984192,2.7924052,2.94784,3.0764824,3.188932,-2.025192,-2.751404,-3.128072,-3.32354,-3.4238844
52.3,0.019120459,16.4,16.9,42.4,0.023584906,3.98,13.867857,5.83450691,7.201604472,8.533934824,9.609433317,10.64113942,11.49514239,12.42535538,6.703158286,11.01231771,13.78806257,15.67359571,16.7703544,26.7786625,31.3376142,36.0349394,41.7544554,47.6482651,54.2493333,60.5470856,173.461054,158.543112,138.258219,114.857585,88.6962404,1.6055076,1.883196,2.0885292,2.2829992,2.4449748,2.5958564,2.71844,-1.431204,-2.105636,-2.580528,-2.912872,-3.1461196
68.3,0.014641288,11.4,9.84,35.7,0.028011204,2.74,14.068016,6.347813686,7.544354124,8.48353219,9.224262737,9.81118573,10.16628668,10.53441996,5.797445714,8.61637,10.08782229,10.68156631,10.86371246,32.6069905,39.3284697,46.7551218,54.7255201,63.1173511,72.1443745,81.1356893,170.29106,150.157295,125.307378,97.3854821,68.0229936,1.7473368,1.9665716,2.1352684,2.265682,2.3656072,2.4495168,2.5135548,-1.90936,-2.699928,-3.11416,-3.3409468,-3.4583992
24.6,0.040650407,14.6,15.4,91.3,0.010952903,3.99,30.195521,5.896427393,7.171064787,8.3557899,9.297335564,10.00340195,10.76661226,11.3409299,6.701457143,10.28821771,12.10251629,13.02960057,13.277742,26.4732547,31.3874515,36.6603983,42.9036311,50.0864262,57.0412171,64.7496897,173.4551,156.008762,132.358807,105.603602,76.472097,1.6840788,2.0837596,2.378308,2.6276928,2.8526604,3.0164228,3.157208,-1.525112,-2.459756,-2.98696,-3.286604,-3.4572388
69.8,0.014326648,4.1,14.9,81.6,0.012254902,2.95,2.241029,5.14876739,5.944668,6.396969458,6.78937139,7.069811051,7.271993627,7.418805186,4.930505429,6.689737714,7.514459429,7.667208657,7.650807029,34.8111362,42.4632294,51.1289401,59.9713544,69.1440574,78.5476188,88.1145247,167.256769,143.414082,116.300608,86.8352303,56.7778246,2.1476896,2.386392,2.5632308,2.678328,2.7585376,2.8148924,2.855252,-2.347476,-3.0844,-3.356052,-3.4624184,-3.5021588
39.5,0.025316456,14.4,12.8,99,0.01010101,3.51,30.138308,5.843771054,6.815034587,7.701108718,8.213936553,8.787252792,9.263216752,9.437692792,6.001272571,8.651954,9.752307429,10.1294188,10.04497174,29.4883636,36.0792286,42.9691084,51.1690827,59.1567427,67.4861092,76.8736983,171.004454,150.281839,124.133076,95.4529658,65.1574011,2.018648,2.3863964,2.6353744,2.8380496,2.9776916,3.0853492,3.177048,-1.94408,-2.845344,-3.266696,-3.4624184,-3.552984
86.5,0.011560694,6.51,14.7,47.3,0.021141649,1.9,2.86381,7.075513895,8.197663842,8.673500947,9.258885895,9.463836684,9.803344895,9.827171211,5.234450857,7.675095714,8.803186571,9.5287246,9.708412486,36.5565236,44.4244387,53.5203482,62.4081168,72.0187103,81.3736447,91.3283747,168.320578,146.862835,120.811153,93.3505361,63.9794437,1.4674544,1.604316267,1.702456,1.7651096,1.810196,1.84035,1.86381,-2.087188,-2.823672,-3.185096,-3.3578264,-3.4448388
72.2,0.013850416,16,13,21,0.047619048,4.77,11.092831,4.884492411,6.095873124,7.198237589,8.210460419,9.143849623,10.08071323,10.88192843,6.572676286,10.62466657,13.37805629,15.21600286,16.62987229,26.7009712,30.9226852,35.6644067,40.8361038,46.3838373,51.9149979,58.0932014,173.004367,157.186333,136.823197,113.25601,88.204553,1.8607288,2.1324128,2.3495188,2.5308008,2.6975496,2.8448388,2.9845592,-1.508352,-2.136072,-2.573396,-2.880568,-3.0940536
36.8,0.027173913,5.38,14.2,20.2,0.04950495,3.41,1.935155,6.452145015,8.082635543,9.518107155,10.78179308,12.05098138,13.03979774,13.90896205,6.675666,11.04142886,14.10187,16.18784,17.5963226,27.9981855,32.4382128,37.5432546,43.2340856,48.9061535,55.5342897,62.5704394,173.364831,158.645001,139.356545,116.65744,91.5871291,1.3698592,1.604746,1.8115092,1.9937884,2.1420456,2.2857764,2.4105648,-1.31718,-2.024012,-2.499824,-2.83088,-3.060816
63.4,0.015772871,14.8,12.9,28.4,0.035211268,4.56,12.719372,4.967841776,6.224130702,7.30154068,8.271287939,9.22221068,10.01794064,10.82115195,6.44228,10.30891029,12.87052914,14.40575429,15.420867,27.3466415,31.617964,36.7049745,42.282927,47.9467193,54.3181907,60.6555471,172.54798,156.081186,135.046852,110.42014,83.9730345,1.8875204,2.1541344,2.387282,2.5837808,2.758562,2.9201644,3.0586252,-1.550484,-2.235232,-2.693936,-3.004952,-3.21022
83,0.012048193,18.8,11.2,99,0.01010101,3.22,36.590471,6.287944472,7.392174006,8.030064689,8.66265295,8.939922981,9.335136211,9.542056677,6.071191143,8.306688286,9.200362,9.466703686,9.4715726,29.7528188,36.1971997,44.1431917,52.1062575,61.213448,69.9408614,79.2745775,171.249169,149.073409,122.201267,93.1334629,63.1505041,1.9849548,2.319958,2.5740292,2.7394652,2.8675836,2.953792,3.02255,-2.008424,-2.949512,-3.33056,-3.4905652,-3.5564
96.5,0.010362694,15.5,9.36,47.5,0.021052632,4.27,23.85907,4.805342225,5.687757026,6.465188267,7.197786487,7.731553981,8.27471911,8.642457213,5.635725714,8.185767714,9.246513143,9.6134444,9.769099257,29.4811887,35.7132775,42.3936461,49.2654517,56.9862645,64.6669494,73.0967077,169.72504,148.650187,122.362796,93.6470554,64.1918474,2.3192812,2.6782296,2.9579452,3.1615616,3.348162,3.487236,3.6177332,-2.046368,-2.835408,-3.225584,-3.4149592,-3.5064244
23.7,0.042194093,8.99,15.4,27.7,0.036101083,3.15,4.862355,7.327814952,9.209526222,11.00891067,12.51851984,13.93883448,15.14687121,16.22552863,7.244086571,12.22878257,16.03231371,18.66447314,20.50753629,26.9173829,30.9899924,35.3219314,40.5666625,46.0926714,52.2873557,58.8895848,175.354303,162.800739,146.113098,125.325656,101.776377,1.1544036,1.3636388,1.5354952,1.7015516,1.8438336,1.9759308,2.0938652,-1.103,-1.753856,-2.22072,-2.589896,-2.864096
39,0.025641026,8.22,19.2,83.2,0.012019231,1.72,3.047259,10.15264192,11.74352616,12.6706339,13.27175686,13.65511581,14.13131576,14.27014145,6.573934857,10.31988257,12.26985371,13.16823286,13.89562846,32.5374559,39.801135,48.2065097,57.1725782,66.5132008,75.6941369,85.4553567,173.008772,156.119589,132.944488,106.088815,78.6346996,1.2076044,1.3717068,1.4868284,1.5635772,1.61503,1.648808,1.6739032,-1.557108,-2.420424,-2.91944,-3.199176,-3.3471244
44.2,0.022624434,19.5,8.03,91.6,0.010917031,3.14,53.59958,6.565978248,7.597837389,8.515030255,9.032376083,9.507210987,9.767374076,9.948730892,6.218874571,8.861229714,9.863702571,10.13077771,9.8167814,29.3828283,36.1427906,43.262805,51.6383391,60.1473575,69.3304454,78.760985,171.766061,151.014304,124.522959,95.457722,64.3587349,1.9039948,2.2613844,2.4913268,2.6656156,2.7829212,2.870262,2.935406,-1.897576,-2.871616,-3.312188,-3.5062084,-3.5922444
40.9,0.024449878,14,17.1,28.8,0.034722222,4.96,6.981824,4.901297016,6.264347157,7.441371835,8.585881089,9.659821069,10.66938357,11.55099929,7.092862,11.81136571,15.31014,17.85206543,19.56509503,25.6895668,28.9288381,33.0907957,37.4140298,42.0872875,47.0798575,52.7070435,174.825017,161.33978,143.58549,122.482229,98.4778326,1.612216,1.8574944,2.0738328,2.2629068,2.423672,2.5810268,2.7309048,-1.246936,-1.856704,-2.309584,-2.648024,-2.909628
36.3,0.027548209,9.96,19.2,39.8,0.025125628,1.52,2.674967,13.85528132,16.51311967,18.54864849,20.20324737,21.39576382,22.3008925,22.86887566,7.464969143,12.65988543,16.21692229,18.92110886,20.57003657,28.9399724,34.9000581,41.8060543,49.291064,57.478439,66.1026434,75.239309,176.127392,164.309599,146.759228,126.223881,101.995128,0.8184664,0.979892,1.1052592,1.1984728,1.2728168,1.33098,1.376556,-0.988796,-1.73094,-2.265176,-2.629568,-2.900376
46.8,0.021367521,19.6,14.5,30.4,0.032894737,1.91,18.922987,11.52078335,14.08909283,16.17255215,17.99444853,19.3545834,20.66027042,21.56724817,7.527460571,12.57395457,16.35439171,18.92234114,20.678824,27.9953038,33.0898327,39.1104254,45.6306033,53.0327457,60.5388835,68.806556,176.346112,164.008841,147.240371,126.228194,102.375884,0.9143008,1.080150133,1.217264,1.3291976,1.42658,1.5042652,1.5735124,-1.050592,-1.752156,-2.243268,-2.621652,-2.903612
41.8,0.023923445,9.69,16.3,39.4,0.025380711,1.76,4.930168,9.925173523,11.65915545,13.23652341,14.40698193,15.3318954,15.84180716,16.41779659,6.520966857,10.53017914,13.308876,14.93821029,16.01773614,32.5316946,39.4798864,46.7037188,54.6437118,63.0158641,72.1184194,81.104678,172.823384,156.855627,136.581066,112.283736,86.0620765,1.1059756,1.258824,1.369420533,1.455753333,1.5220504,1.5768108,1.6187876,-1.450341333,-2.1772,-2.647964,-2.975624,-3.188062
92.9,0.010764263,12,15.7,95.5,0.010471204,3.9,11.85925,4.595770564,5.414545564,6.047288487,6.738904897,7.124587231,7.529358128,7.754989872,5.281366,7.332560286,8.102507429,8.439412886,8.415672971,32.0764948,38.8832723,46.4155749,53.7182709,62.2141098,70.6355033,79.7555395,168.484781,145.663961,118.358776,89.5379451,59.4548554,2.4370976,2.74978,2.9954288,3.1658948,3.3154816,3.4264168,3.5256324,-2.227008,-2.983316,-3.31108,-3.453618,-3.5152608
64.5,0.015503876,7.28,13.8,61.5,0.016260163,1.93,4.709943,7.023725078,7.983470518,8.635174456,8.734529689,9.046513109,9.272507098,9.437198238,5.445505143,7.838700286,8.85887,9.236094429,9.562567714,36.4442106,44.5919019,53.3341133,63.1423577,72.5402297,82.1040613,91.7862074,169.059268,147.435451,121.006045,92.3263305,63.468987,1.5174508,1.6588652,1.751558667,1.8141072,1.852704,1.879324,1.8993196,-2.077088,-2.862268,-3.230812,-3.4028444,-3.4811224
49.8,0.020080321,14.1,14.6,49,0.020408163,2.79,15.083501,7.178221254,8.652044265,9.860657885,10.85481122,11.67393484,12.45156706,13.0109181,6.354302,10.00296314,12.33667486,13.535618,14.12736397,29.9727627,35.8607965,42.4887645,49.7150767,57.4297218,65.2601279,73.6995385,172.240057,155.010371,133.178362,107.374663,79.4457739,1.5147972,1.7407432,1.92225,2.0699032,2.1908732,2.2876952,2.372024,-1.595004,-2.361528,-2.83114,-3.137524,-3.3292836
87.6,0.011415525,3.3,17.7,57.3,0.017452007,1.64,0.598501,7.578341951,8.387648476,8.861155915,9.132712195,9.16008561,9.48090061,9.509285305,5.135831429,7.422194571,8.533398857,8.947036686,9.337066057,37.5715192,46.2442565,55.4677043,65.022352,74.9774596,84.451323,94.4047721,167.97541,145.977681,119.866896,91.3146284,62.6797312,1.3567064,1.4702596,1.5385128,1.5799304,1.6049312,1.6197768,1.6301452,-2.139856,-2.889997333,-3.22406,-3.3808852,-3.4504892
75,0.013333333,15.7,12.5,67.4,0.014836795,2.26,21.986729,7.345942257,8.384845088,9.103419336,9.821918673,10.16747686,10.39687765,10.53751319,5.805389714,8.54306,9.845333429,10.168949,10.35204757,33.3981705,41.0502501,49.4262723,57.8024638,67.0215023,76.5030565,86.1852202,170.318864,149.90071,124.458667,95.5913215,66.2321665,1.6045624,1.7951036,1.9269992,2.0151156,2.0823648,2.1322012,2.172108,-1.966596,-2.77076,-3.182384,-3.39734,-3.5018744
56.5,0.017699115,4.39,9.03,43.1,0.023201856,3.74,5.106158,4.493406898,5.33692508,5.984993316,6.486918075,6.768496444,7.075311791,7.320707487,5.111373429,6.915968,7.499405143,7.750651229,7.710330629,33.1946582,40.0399002,47.616125,55.7389264,64.6858233,73.5383339,82.620554,167.889807,144.205888,116.247918,87.1272793,56.9861572,2.4568448,2.7734784,3.0100768,3.1871536,3.3227256,3.4221736,3.49946,-2.31218,-3.078888,-3.364848,-3.471966,-3.5118496
63.8,0.015673981,14.3,16,64,0.015625,4.12,14.810917,5.206966311,6.254996748,7.346949296,8.238103252,8.929421286,9.611061796,10.01530109,6.097618857,9.382799143,11.10379514,11.95392486,12.42268517,28.5472988,34.2294134,39.7305689,46.0590146,53.2107843,60.4024254,68.7369595,171.341666,152.839797,128.863283,101.838737,73.4793981,2.0079896,2.339202613,2.5697808,2.7755052,2.9551136,3.1088896,3.2512404,-1.766824,-2.538592,-2.9934,-3.256828,-3.406726
82.8,0.012077295,18.1,16.7,45.8,0.021834061,1.97,13.000511,10.08462178,12.16995315,13.60620421,14.79922574,15.83835025,16.46419863,17.24927645,6.861230286,11.11387914,13.78650457,15.45172,16.56522897,30.1332951,36.0251923,43.1957777,50.8455253,58.79845,67.5655287,76.0189254,174.014306,158.898577,138.252766,114.08102,87.9783014,1.1245484,1.2945316,1.4380764,1.549485067,1.6340576,1.7067156,1.7627316,-1.385164,-2.13586,-2.631924,-2.960008,-3.1732904
87.6,0.011415525,13.7,10,41.7,0.023980815,2.15,16.612175,7.206280698,8.224523535,9.029579023,9.730994093,10.16904014,10.13727484,10.60668777,5.563539429,8.239087143,9.441165429,9.922442171,10.1608886,34.5064965,42.3172744,50.5864051,59.0783627,68.1365637,78.2048591,87.1956213,169.472388,148.836805,123.044079,94.7285476,65.5631101,1.5583944,1.7291936,1.8463372,1.9280364,1.9891948,2.0383084,2.072862,-2.019708,-2.775816,-3.172936,-3.3761836,-3.4777788
37.7,0.026525199,6.79,8.48,39.1,0.025575448,3.82,10.656922,5.091262356,6.133526806,6.879043665,7.542882304,8.078092696,8.510994058,9.080972749,5.740954,8.432405714,9.552775714,9.951257686,10.12984397,30.5513778,36.5699276,43.7220532,51.1861896,59.1416859,67.4880027,75.3106841,170.093339,149.51342,123.434715,94.8294019,65.4544539,2.134665915,2.4697488,2.7401616,2.9486824,3.117724,3.249056,3.3455808,-1.967892,-2.800196,-3.209404,-3.4045032,-3.4977792
94.2,0.010615711,9.04,15.7,79.8,0.012531328,4.19,6.248993,4.166505752,5.108384177,5.815972148,6.198795203,6.768076778,7.155401289,7.474285394,5.036815714,7.079028857,8.002981143,8.270712829,8.298014943,32.5423409,38.5958703,45.6310767,54.0270481,61.6417583,70.0188686,78.6827442,167.628855,144.776601,118.010434,88.9474949,59.0430523,2.556462,2.8395144,3.0949776,3.3144244,3.4662,3.597752,3.7062516,-2.248872,-2.97056,-3.291,-3.432976,-3.4943424
76.3,0.01310616,4.89,11.8,34.1,0.029325513,3.92,3.395477,4.516252194,5.433568546,6.341219541,6.927591301,7.489363546,7.850917908,8.128361939,5.231005714,7.632779429,8.631374286,9.022676829,9.261971857,32.2962914,38.7004113,45.1424194,52.8438421,60.6416949,69.2244018,78.1368212,168.30852,146.714728,120.20981,91.5793689,62.4169015,2.2840744,2.5988912,2.8361624,3.0440688,3.2013312,3.3396744,3.4547348,-2.120592,-2.879616,-3.231256,-3.390704,-3.463036
81.8,0.012224939,15,9.36,82.5,0.012121212,4.13,29.415836,4.696861985,5.548272785,6.113226731,6.628574189,6.932416925,7.262375303,7.532501646,5.268556286,7.122961714,7.608980857,7.611674686,7.690491057,30.60196,37.0856334,44.7523736,52.6239886,61.3691181,70.00639,78.8907682,168.439947,144.930366,116.631433,86.6408614,56.9167187,2.5509824,2.9288112,3.2184992,3.4220152,3.5790032,3.698346,3.7895344,-2.321592,-3.109108,-3.412964,-3.5256808,-3.5665592
21.7,0.046082949,14.2,12.4,40.3,0.024813896,4.69,23.280635,5.420737186,6.810863667,8.102075672,9.33423194,10.34263514,11.38762032,12.13257603,7.214584286,11.85962371,15.00147971,16.945628,18.31613817,24.5767426,28.0570494,32.0012651,36.2224522,41.4930412,46.5920607,53.0982184,175.251045,161.508683,142.505179,119.309698,94.1064836,1.3911884,1.7222696,2.0077244,2.2379048,2.462004,2.6453016,2.8447588,-1.1993,-1.9588,-2.49336,-2.87442,-3.135756
36.2,0.027624309,2.48,8.6,72.4,0.013812155,2.68,2.658998,4.863606119,5.428399925,5.567,5.827697948,5.905794552,5.823338582,5.965273022,4.521694,5.881652857,6.113646,6.094362971,6.008057286,36.9655356,45.4518882,55.08044,64.3817695,74.1724706,84.3934526,94.0130683,165.825929,140.585785,111.397761,81.3302704,51.0282005,2.2488728,2.4289684,2.5369196,2.592856,2.6272928,2.6476384,2.6598652,-2.63646,-3.277216,-3.457628,-3.5056568,-3.5185804
25,0.04,16.5,10.9,68.9,0.014513788,1.42,30.472658,11.02646803,12.29625317,12.99822817,13.65724246,14.03406718,14.17474746,14.09530944,6.795213714,10.50226,12.28951771,13.35080057,13.45957377,34.3424154,42.5393205,51.542516,60.6067157,70.0716246,79.8718586,89.9846606,173.783248,156.75791,133.013312,106.727802,77.1085082,1.1106096,1.2265832,1.2974512,1.338462933,1.3653132,1.385817867,1.4050048,-1.472132,-2.423306667,-2.974428,-3.284776,-3.4732828
74.1,0.013495277,15.8,18.5,33.9,0.029498525,3.63,4.677104,7.303241763,9.295164463,11.09604347,12.72343383,14.1314562,15.45231482,16.64403895,7.642343714,13.00545257,16.69305343,19.52000457,21.40030343,23.4892324,26.258553,29.7213622,33.8139352,38.702814,43.9080972,49.5821386,176.748203,165.519084,148.425687,128.320016,104.901062,0.8852668,1.1485692,1.3877688,1.6049088,1.8062288,1.9846672,2.1501832,-0.945332,-1.677684,-2.213716,-2.575888,-2.84442
25.5,0.039215686,18.1,10,54,0.018518519,1.79,37.999201,10.89658212,12.61322212,13.73136436,14.81569246,15.45454654,15.80417642,16.37182922,7.140846286,11.41272486,13.86826343,15.16917029,15.73506423,30.495118,37.4223324,45.4208578,53.4799105,62.3363617,71.7105242,80.6944257,174.992962,159.944537,138.538922,113.092096,85.0727248,1.1359844,1.3237692,1.45584,1.5420052,1.60624,1.6541064,1.6893296,-1.266824,-2.179308,-2.757704,-3.126096,-3.3602008
33.3,0.03003003,5.64,10.8,60.3,0.016583748,4.84,6.744484,4.234560764,5.206381653,5.859730062,6.628323512,7.116116384,7.509838822,7.826717397,5.553514857,7.900850571,9.063422,9.372050657,9.517274657,29.5047259,34.8011128,41.6389065,47.9189142,55.5579967,63.6523801,72.1186878,169.437302,147.652977,121.721977,92.8021773,63.3104613,2.4651156,2.8572176,3.2369576,3.4876464,3.721726,3.9075704,4.0648304,-2.060544,-2.892784,-3.257984,-3.4278368,-3.503004
68.9,0.014513788,16.1,15.6,27.9,0.035842294,3.39,9.126707,6.319035929,7.93706708,9.273916696,10.46786897,11.53629422,12.49288794,13.52703832,6.533161714,10.70693771,13.625856,15.64764343,16.80774066,28.5784682,33.0933426,38.5614224,44.5139242,50.8919626,57.6491099,64.1433401,172.866066,157.474282,137.690496,114.766752,88.8270923,1.5528748,1.7414688,1.913864,2.063816,2.194152,2.3134728,2.4126352,-1.493524,-2.106096,-2.537904,-2.847836,-3.074462
91.8,0.010893246,5.31,15.8,58.9,0.016977929,3.52,2.370925,4.734919261,5.562093551,6.363634631,7.019477102,7.345448182,7.785777273,7.925794375,5.033563143,7.288967714,8.200774286,8.669003229,8.643577457,33.3330842,40.4214307,47.6000061,55.2914406,64.1440224,72.594064,82.1012038,167.617471,145.511387,118.70271,90.3415113,60.2525211,2.2249152,2.512504,2.71917,2.8833024,3.0244044,3.126624,3.2154696,-2.202732,-2.925836,-3.254744,-3.4012768,-3.46796
95.2,0.010504202,18.6,19,56.1,0.017825312,4.83,7.043585,5.53253971,7.076882091,8.396592754,9.724009586,10.83505673,11.83275008,12.72784497,7.332086571,12.11478343,15.15035971,17.17768771,18.2810714,23.2778332,25.8186595,29.444457,33.0330337,37.666676,42.8478171,48.5245088,175.662303,162.401742,143.026259,120.121907,93.9837499,1.1218576,1.446156,1.799232,2.0596396,2.328714,2.5655048,2.7866024,-1.120736,-1.959,-2.5104,-2.862072,-3.099526
44.4,0.022522523,14.4,17.5,48.9,0.020449898,4.49,11.902651,5.253746592,6.497869733,7.654584321,8.765516192,9.713185813,10.57158788,11.43251958,6.749066,10.82234229,13.46745171,15.31962486,16.17931954,26.4106778,30.8245649,35.6309164,40.6428323,46.3877957,52.5335704,58.6679871,173.621731,157.878198,137.136081,113.618687,86.6276184,1.7133588,2.0246832,2.268322,2.4681844,2.65562,2.8184456,2.965186,-1.409352,-2.15222,-2.640564,-2.963016,-3.1958012
53.7,0.018621974,19.1,9.89,34.3,0.029154519,2.46,31.492706,8.962958089,10.85672496,12.24131557,13.50491659,14.55244581,15.42498736,15.94138305,7.028058,11.37160314,14.07953771,15.497468,16.40821434,27.9511231,33.2924566,39.8863637,46.7779052,54.2009833,62.0545311,70.7841977,174.598203,159.800611,139.278382,114.241138,87.4287502,1.220628,1.4553024,1.651432,1.7981984,1.9166004,2.0130208,2.0974096,-1.309712,-2.134924,-2.67238,-3.03488,-3.2644512
39.2,0.025510204,6.26,8.45,62.2,0.01607717,2.7,9.412321,5.414272519,6.176871481,6.708352519,6.858421,7.259330815,7.239184963,7.41502337,5.150682571,6.867358857,7.353703143,7.520841057,7.404999943,35.3814642,43.322447,51.8874482,61.4822633,70.3998068,80.4542006,89.9794369,168.027389,144.035756,115.737961,86.3229437,55.9174998,2.0850392,2.2951584,2.4297852,2.5200984,2.5747716,2.6145988,2.6414136,-2.33676,-3.119516,-3.403168,-3.503792,-3.5411644
69.4,0.014409222,13.8,8.75,64.6,0.015479876,3.93,26.422746,4.82876285,5.822348626,6.450456972,6.918892417,7.373974555,7.634520127,8.050270738,5.414913143,7.638996286,8.19812,8.543453229,8.281676486,31.022962,37.1181699,44.6497041,52.8087528,61.02028,69.9963359,78.362436,168.952196,146.736487,118.69342,89.9020863,58.9858677,2.4024512,2.7397016,3.011338,3.214964,3.359472,3.4800568,3.568794,-2.200488,-3.004544,-3.360096,-3.4997128,-3.559448
60.2,0.016611296,14.5,11.6,88.9,0.011248594,1.69,19.42665,7.587920533,8.29624787,8.72761284,9.005536095,9.071171183,9.198359467,9.273868698,5.542512,7.889318286,8.643685714,8.655472886,8.781746143,37.1764143,45.9793411,55.2503343,64.780644,74.6697207,84.4547725,94.3271619,169.398792,147.612614,120.2529,90.2941551,60.7361115,1.444348,1.548550133,1.6056168,1.6379432,1.6581428,1.6732404,1.6886788,-2.148308,-2.967952,-3.337376,-3.493852,-3.5577696
38.2,0.02617801,9.15,11.4,70.6,0.014164306,4.14,13.33835,4.84650314,5.859430628,6.597680362,7.269005918,7.723157319,8.180503671,8.563717077,5.809491714,8.292698571,9.395935429,9.700381257,9.685539343,29.935477,35.7419572,42.6856033,49.9063155,58.0261287,66.1327148,74.5462113,170.333221,149.024445,122.885774,93.9513344,63.8993877,2.2765348,2.6370428,2.9357804,3.1600184,3.3431432,3.48918,3.6041128,-1.997564,-2.85496,-3.253112,-3.437866,-3.5218168
50.1,0.01996008,7.88,14.4,77.8,0.01285347,1.83,5.708272,7.327051257,8.261798907,8.658582459,8.968979126,9.278017705,9.510691475,9.688910437,5.538278,7.937160571,8.926412857,9.263401714,9.549743571,36.5914962,44.880908,54.1547941,63.5867682,73.0212276,82.5954346,92.2692939,169.383973,147.780062,121.242445,92.421906,63.4241025,1.4748236,1.6052636,1.6889352,1.7392272,1.7705232,1.7917672,1.8081068,-2.060188,-2.870512,-3.246244,-3.420454133,-3.4982024
28.9,0.034602076,17.6,16.2,93,0.010752688,3.71,40.238215,6.393228518,7.872670243,8.974181024,10.02010121,10.91496865,11.68531935,12.25349555,6.825011143,10.70541571,12.72525343,13.90821286,14.12257837,26.2811222,30.7923934,36.7057884,42.8254245,49.5054663,56.6474652,64.5395315,173.887539,157.468955,134.538387,108.678745,79.4290243,1.5514784,1.9074044,2.22211,2.4550544,2.646646,2.8050896,2.940072,-1.436832,-2.365616,-2.919284,-3.236616,-3.4351404
